standoff_cm,waist_bias,waist_mae,chest_bias,bodyfat_shift
0.0,0.9682066581486275,1.9105971332425367,-0.7496307371042503,0.0
0.5,2.891008530667005,3.089203526590741,0.6821835346401302,0.7448486826775244
1.0,5.104469609331455,5.175293006019464,2.2440701021267246,1.637192280698174
1.5,6.925265077431802,6.9506822462937246,3.598999067586613,2.3591988303260796
2.0,8.717409849681882,8.723702712869164,5.178545024862435,2.9592352226051655
3.0,11.59602065206922,11.59602065206922,8.17346101995738,3.9111341145470226
